iter	Logloss
115	0.3943967475
116	0.3941226596
117	0.3938484364
118	0.3935382831
119	0.3932383946
120	0.3929582557
121	0.3927212713
122	0.3924418874
123	0.3922034632
124	0.3919852547
125	0.3917156808
126	0.3914454415
127	0.3911096212
128	0.3908296459
129	0.3905472658
130	0.3902712406
131	0.3900698704
132	0.3898464954
133	0.3896000712
134	0.3894063623
135	0.3892077002
136	0.3889289285
137	0.3886763365
138	0.3885070154
139	0.3882532649
140	0.3880802736
141	0.3878401442
142	0.3875884688
143	0.3873988469
144	0.38720532
145	0.3869726058
146	0.3867089742
147	0.3865687247
148	0.3863498753
149	0.3862169086
150	0.3860036306
151	0.3857877154
152	0.3855593399
153	0.3853176926
154	0.3851400878
155	0.3848653537
156	0.3848375947
157	0.3846933172
158	0.3844726815
159	0.3842945064
160	0.3839204557
161	0.38373758
162	0.383603844
163	0.3833420249
164	0.3830921073
165	0.3829275615
166	0.3826846873
167	0.3825273219
168	0.3823346994
169	0.3822111555
170	0.3821095974
171	0.3819650652
172	0.3817938464
173	0.3816666048
174	0.3815031275
175	0.3813631699
176	0.381188499
177	0.3810378578
178	0.3808940492
179	0.3807300781
180	0.380591644
181	0.3805049324
182	0.3803703028
183	0.3802263461
184	0.3800893093
185	0.3799281533
186	0.3797031876
187	0.3795354347
188	0.3793695454
189	0.3792714645
190	0.3791021999
191	0.3790376597
192	0.3788464301
193	0.3787270643
194	0.3786555642
195	0.3784749321
196	0.3782945769
197	0.3781746753
198	0.3779987812
199	0.377844179
200	0.3776578847
201	0.3775498244
202	0.3773976446
203	0.3772880091
204	0.3770707597
205	0.3769310381
206	0.3767303853
207	0.3766004283
208	0.3765030603
209	0.3764126843
210	0.376313898
211	0.3762521145
212	0.376140213
213	0.3759748092
214	0.375834768
215	0.375668291
216	0.3754864331
217	0.3753311597
218	0.3751858907
219	0.3750789005
220	0.374847683
221	0.3747247118
222	0.3745274362
223	0.3743088727
224	0.3741726784
225	0.3740886846
226	0.373921406
227	0.3737750925
228	0.3736592275
229	0.3735098853
230	0.3734680442
231	0.373299434
232	0.3732013336
233	0.3730751682
234	0.3728470609
235	0.3728314594
236	0.3726698147
237	0.3725003653
238	0.3723733767
239	0.3722503598
240	0.3721303294
241	0.3719795415
242	0.3718211325
243	0.3716193563
244	0.3714399055
245	0.3713121453
246	0.3711232893
247	0.3709506474
248	0.3707965949
249	0.3706577337
250	0.3705558277
251	0.3704476299
252	0.3702290158
253	0.3701795727
254	0.3700312295
255	0.3698624247
256	0.3696903659
257	0.3695536377
258	0.3693784325
259	0.3692134676
260	0.3690288084
261	0.369013008
262	0.3688276068
263	0.3688258782
264	0.368692205
265	0.368532267
266	0.3683770284
267	0.3682198665
268	0.368042539
269	0.3678650528
270	0.3678242939
271	0.3677309184
272	0.367606114
273	0.3674773702
274	0.3673841669
275	0.3671883718
276	0.36707483
277	0.36691492
278	0.3668015586
279	0.3666952771
280	0.3664290203
281	0.3663444695
282	0.3662359184
283	0.3660211416
284	0.3659209289
285	0.3658347629
286	0.3657086148
287	0.3656427329
288	0.3655561629
289	0.3654268409
290	0.3652914853
291	0.3651138712
292	0.3648755594
293	0.3647748366
294	0.364670933
295	0.3645770465
296	0.3643971312
297	0.3642204665
298	0.3641123313
299	0.3639022056
300	0.3638036615
301	0.363657829
302	0.363605137
303	0.3634775826
304	0.3633352675
305	0.363295249
306	0.3631818586
307	0.3630743572
308	0.3629071985
309	0.362838404
310	0.3627580786
311	0.362677837
312	0.3625145184
313	0.3623080772
314	0.362185813
315	0.3620430277
316	0.3619651978
317	0.3618930492
318	0.3618027089
319	0.361740399
320	0.361617531
321	0.3616045973
322	0.3615534458
323	0.361426459
324	0.361351631
325	0.3612437641
326	0.3610793687
327	0.3610002064
328	0.3608932359
329	0.3607248794
330	0.3605529614
331	0.3603689636
332	0.3603134072
333	0.3602166384
334	0.3600496063
335	0.3599013828
336	0.359767243
337	0.3596770345
338	0.3595972263
339	0.3594824214
340	0.3593342178
341	0.3592271058
342	0.3590852314
343	0.3589999775
344	0.3589295378
345	0.3588487711
346	0.3587333232
347	0.3585607551
348	0.3584621848
349	0.3583382251
350	0.3581698979
351	0.3580603614
352	0.3578985771
353	0.3577937959
354	0.3575880681
355	0.3574696152
356	0.3573876042
357	0.3572705848
358	0.3571336814
359	0.3569213883
360	0.3568598819
361	0.356713621
362	0.3566111619
363	0.3563959336
364	0.3563020603
365	0.3560909963
366	0.3559347498
367	0.3557521695
368	0.3556326711
369	0.355534716
370	0.3554140453
371	0.3552886879
372	0.355214655
373	0.3550502825
374	0.354883707
375	0.3548046559
376	0.3546924127
377	0.3545748325
378	0.354389267
379	0.3542593708
380	0.3540211658
381	0.3538391063
382	0.3537605805
383	0.3536052019
384	0.3535374435
385	0.3534129935
386	0.3533328274
387	0.3532021378
388	0.3531178305
389	0.353049532
390	0.3529697653
391	0.3529113169
392	0.3526934363
393	0.3525968167
394	0.3524804593
395	0.3523695278
396	0.352208204
397	0.3520946896
398	0.3519930309
399	0.351858017
400	0.3517691461
401	0.3516877373
402	0.3515495908
403	0.3514765408
404	0.3513566126
405	0.351209002
406	0.3510672068
407	0.3509830193
408	0.3508673184
409	0.3507952056
410	0.3506125244
411	0.3505214116
412	0.3503439121
413	0.3502516566
414	0.3501893677
415	0.3500575232
416	0.3499062468
417	0.349815648
418	0.3496466701
419	0.3496078896
420	0.3495150729
421	0.3494010675
422	0.3492661962
423	0.3491533741
424	0.3490334547
425	0.3489165092
426	0.3488257966
427	0.3487249689
428	0.3486236991
429	0.3485151851
430	0.3484349822
431	0.3482361649
432	0.3481505939
433	0.3479672633
434	0.3479184103
435	0.3478128079
436	0.3477397013
437	0.3476243958
438	0.34752982
439	0.3474175229
440	0.3472289914
441	0.3470303853
442	0.3469493452
443	0.3468701484
444	0.3466870302
445	0.3465435978
446	0.3464249698
447	0.3463085161
448	0.3461590871
449	0.3460757338
450	0.3459872918
451	0.3458396751
452	0.3457826797
453	0.3456668187
454	0.3454729755
455	0.3452789047
456	0.3451512719
457	0.3450841972
458	0.3449143306
459	0.344852178
460	0.3446876115
461	0.3445992034
462	0.3444463861
463	0.3442791802
464	0.344179149
465	0.3441202218
466	0.343955899
467	0.3438440516
468	0.3437487319
469	0.3436875312
470	0.3436124304
471	0.3434689116
472	0.3433302778
473	0.3432274624
474	0.3431229056
475	0.3430746012
476	0.3430068258
477	0.3429092921
478	0.3428250942
479	0.3426335985
480	0.3424731341
481	0.3423745333
482	0.3422157372
483	0.3421459138
484	0.3420561907
485	0.341963725
486	0.3417384416
487	0.3416155472
488	0.3415246519
489	0.3414722736
490	0.3413942571
491	0.3412565896
492	0.3411836982
493	0.3410254072
494	0.3409711161
495	0.3408682779
496	0.3407412568
497	0.3405928166
498	0.3404491027
499	0.3402934687
500	0.3402038437
501	0.3400752155
502	0.3399737993
503	0.3398096222
504	0.3396400946
505	0.3394832733
506	0.3393645705
507	0.3392441678
508	0.3391268893
509	0.3390567534
510	0.3389170751
511	0.3388717648
512	0.338782561
513	0.3386366517
514	0.3385519964
515	0.3383776335
516	0.3382190653
517	0.3381041833
518	0.3379372384
519	0.3377816246
520	0.3376335908
521	0.3375340439
522	0.33738523
523	0.3373209174
524	0.3372383627
525	0.3370472007
526	0.3369564703
527	0.3367736389
528	0.3366404051
529	0.3364517464
530	0.336298373
531	0.336192597
532	0.3360813136
533	0.3360336847
534	0.3359339041
535	0.3358906324
536	0.335714075
537	0.335550148
538	0.3354683078
539	0.3352944172
540	0.3352101487
541	0.3350937499
542	0.3349745678
543	0.3348914247
544	0.3347115481
545	0.3345983711
546	0.334503385
547	0.3344064017
548	0.3342161901
549	0.3341579636
550	0.3340663651
551	0.3339291859
552	0.3338071997
553	0.3336617508
554	0.3335523346
555	0.3334494004
556	0.3333421503
557	0.3331487572
558	0.3330883567
559	0.332927142
560	0.3328015148
561	0.3326361251
562	0.3325571543
563	0.3324658496
564	0.3323981286
565	0.3322726151
566	0.3322178827
567	0.3321070078
568	0.3320334955
569	0.332000768
570	0.3318707932
571	0.3317333182
572	0.331609877
573	0.3315067106
574	0.3314340135
575	0.3313637781
576	0.3312594945
577	0.3312105166
578	0.3310965398
579	0.3309716717
580	0.3308032235
581	0.3307461849
582	0.3306544568
583	0.3305140966
584	0.3304082208
585	0.330346653
586	0.3302277507
587	0.3301135596
588	0.3299768837
589	0.3298427036
590	0.3296821941
591	0.3295358778
592	0.3294718141
593	0.3294209064
594	0.3292985018
595	0.329215291
596	0.3290916957
597	0.3289141783
598	0.3288395532
599	0.3287438741
600	0.3286379308
601	0.328532901
602	0.3284050831
603	0.3282828901
604	0.3281758386
605	0.3280565468
606	0.3279734959
607	0.3278755973
608	0.3277072837
609	0.327605451
610	0.3275267986
611	0.3274002544
612	0.3273604531
613	0.3272948066
614	0.3271633745
615	0.3270839539
616	0.3269138237
617	0.3267980394
618	0.3266898949
619	0.326594638
620	0.3265036612
621	0.326405095
622	0.3263005851
623	0.3262001697
624	0.3260655699
625	0.3259663253
626	0.3258933214
627	0.325778624
628	0.32568566
629	0.3256042598
630	0.3254893308
631	0.3253689004
632	0.3252557466
633	0.3251361634
634	0.3250438445
635	0.3249223609
636	0.3248152148
637	0.3247223556
638	0.3246139977
639	0.3245244153
640	0.3244386959
641	0.3243331362
642	0.3242504143
643	0.3241571815
644	0.3240148479
645	0.3239186139
646	0.3237991264
647	0.3236646866
648	0.3235479683
649	0.3234747174
650	0.3233958067
651	0.323277024
652	0.3231648306
653	0.3230851853
654	0.3229446558
655	0.3228670289
656	0.3227781248
657	0.3226043891
658	0.3225344672
659	0.3224786159
660	0.3224390807
661	0.3223385376
662	0.322257766
663	0.3221526396
664	0.3220617449
665	0.3219868177
666	0.321949447
667	0.321851772
668	0.3217520109
669	0.3216073485
670	0.3215606906
671	0.3214036256
672	0.3212536413
673	0.321104887
674	0.3210111268
675	0.3208909609
676	0.3207917572
677	0.3206874653
678	0.3206280619
679	0.3205404804
680	0.3204654886
681	0.3203016616
682	0.3202050714
683	0.3200923915
684	0.3200096812
685	0.3199284389
686	0.319787515
687	0.319672785
688	0.3196147117
689	0.3195708075
690	0.3194684625
691	0.319380854
692	0.3193055991
693	0.3192278788
694	0.3191162139
695	0.3190558597
696	0.3190159263
697	0.3188548885
698	0.3188253967
699	0.3187030684
700	0.318551379
701	0.3185168724
702	0.3183563009
703	0.3182334113
704	0.3180789509
705	0.3179424638
706	0.3178534612
707	0.3177382499
708	0.3176051343
709	0.3175536329
710	0.3174655666
711	0.317325746
712	0.3172726972
713	0.3171841377
714	0.3170691579
715	0.3169976411
716	0.3168953005
717	0.3168829089
718	0.3167767307
719	0.3166804363
720	0.3165419465
721	0.3164686398
722	0.3163588893
723	0.3162452638
724	0.316139524
725	0.3160442875
726	0.3159449164
727	0.3158415456
728	0.31575643
729	0.3157094194
730	0.315553765
731	0.3154699281
732	0.3153430385
733	0.315224628
734	0.3151233763
735	0.3150368467
736	0.3149213349
737	0.3148565787
738	0.3147073115
739	0.3145808986
740	0.3145406334
741	0.314486511
742	0.3143942605
743	0.3143028988
744	0.3142399707
745	0.3141252438
746	0.3141088814
747	0.31401907
748	0.3139622118
749	0.3138892146
750	0.3137943596
751	0.3137143408
752	0.3136322658
753	0.313536607
754	0.3134063416
755	0.3133737447
756	0.313346055
757	0.3131830581
758	0.3131118312
759	0.3130101964
760	0.312912689
761	0.3128215647
762	0.3127522528
763	0.3127190301
764	0.3126329139
765	0.3125527239
766	0.3124515313
767	0.3123262548
768	0.3122755613
769	0.3121891246
770	0.3120870654
771	0.3120197214
772	0.3119180485
773	0.3117696527
774	0.3117023127
775	0.3116198264
776	0.3115097917
777	0.3114783232
778	0.3113941925
779	0.3112669932
780	0.3111490128
781	0.3110904293
782	0.3109941647
783	0.3109050346
784	0.3107929826
785	0.3107309163
786	0.3106121004
787	0.3105187259
788	0.3104338277
789	0.3103930863
790	0.3102999608
791	0.3102230665
792	0.3101920879
793	0.3101022887
794	0.3100607957
795	0.3100101785
796	0.3099307601
797	0.3098678285
798	0.3097572815
799	0.3096705605
800	0.3096444987
801	0.3095741842
802	0.3094802418
803	0.3093896203
804	0.3093571638
805	0.3093200284
806	0.3092104999
807	0.3091370597
808	0.3090068207
809	0.3089006553
810	0.3087673062
811	0.3086883153
812	0.3086086905
813	0.3084944268
814	0.3084214242
815	0.3083507093
816	0.3082964184
817	0.3082276576
818	0.3080877866
819	0.3079900678
820	0.3079314917
821	0.307790107
822	0.3076603037
823	0.3075833354
824	0.3074556617
825	0.3073694759
826	0.3072963141
827	0.3071980829
828	0.3071221881
829	0.3070435439
830	0.3070041339
831	0.3068697071
832	0.3067835645
833	0.3066743977
834	0.3065696939
835	0.3064858596
836	0.3063899548
837	0.3063240933
838	0.3062693842
839	0.3061824334
840	0.3061148882
841	0.3060399793
842	0.305979095
843	0.3058483404
844	0.3058052382
845	0.3057135916
846	0.3055658043
847	0.3054765056
848	0.3053933417
849	0.3053091723
850	0.3051817884
851	0.3050914413
852	0.3050526741
853	0.3050001667
854	0.3049338932
855	0.3048380824
856	0.3047371695
857	0.3046472262
858	0.3045340007
859	0.3044802952
860	0.3044174868
861	0.3043481081
862	0.3043069658
863	0.3041995677
864	0.3040639868
865	0.3039843541
866	0.30387031
867	0.303746736
868	0.3037005963
869	0.3036284276
870	0.3035280924
871	0.3034766233
872	0.3033832947
873	0.3032815973
874	0.3031821209
875	0.3030959983
876	0.3030131054
877	0.3028785646
878	0.3027911938
879	0.302670947
880	0.3025976847
881	0.3025198096
882	0.3024249917
883	0.3023372479
884	0.302263458
885	0.3021751369
886	0.302052416
887	0.301963723
888	0.3018683482
889	0.3017787476
890	0.3017346412
891	0.3016661962
892	0.3015940997
893	0.3015565699
894	0.301494567
895	0.301405212
896	0.301341725
897	0.3013049984
898	0.3011868267
899	0.3010426
900	0.3009206559
901	0.3008680077
902	0.3007540185
903	0.3006544907
904	0.300565499
905	0.30051523
906	0.3004065244
907	0.3003173715
908	0.3002566625
909	0.3002074924
910	0.3000807034
911	0.2999941839
912	0.2999599425
913	0.2999023954
914	0.2998309206
915	0.2997863699
916	0.2996767251
917	0.2996199718
918	0.2995953422
919	0.2995599177
920	0.2994852692
921	0.2993553008
922	0.2992334977
923	0.2991953904
924	0.2991303071
925	0.2990449562
926	0.2989768691
927	0.2988601995
928	0.2987606463
929	0.298630724
930	0.2985061732
931	0.2983542182
932	0.2982847199
933	0.2982233394
934	0.2981441953
935	0.2980483386
936	0.2980043982
937	0.2979246454
938	0.2977965701
939	0.297751259
940	0.2977070766
941	0.2976144648
942	0.2975116255
943	0.2974475886
944	0.2973733484
945	0.2972827391
946	0.2971833346
947	0.2970807208
948	0.2970234968
949	0.2969219052
950	0.2968400035
951	0.2967394751
952	0.2966700597
953	0.2966127797
954	0.2965891482
955	0.2964825011
956	0.2964356732
957	0.2962987613
958	0.2962528243
959	0.2962299089
960	0.2961697762
961	0.2961456107
962	0.2960258214
963	0.2959619495
964	0.2958988224
965	0.295824432
966	0.2957274808
967	0.2956666932
968	0.2956351403
969	0.2955086539
970	0.295470828
971	0.295409108
972	0.2953693487
973	0.2953115938
974	0.2952289939
975	0.295203019
976	0.2951603564
977	0.2951361153
978	0.295064697
979	0.2950202531
980	0.2949657303
981	0.2948865133
982	0.2948430792
983	0.2947834516
984	0.2946936019
985	0.2946282463
986	0.2945511071
987	0.2944810786
988	0.2943664027
989	0.2943177769
990	0.2942767877
991	0.2941312651
992	0.294044034
993	0.2940140637
994	0.2939556187
995	0.293886945
996	0.2938256254
997	0.2937166445
998	0.29364568
999	0.2935545667
